Batch_ID,Region,Distributor_ID,Drug_Category,Distributor_Credibility_Score,Active_Ingredient_Pct,Storage_Temp_Deviation,Packaging_Discrepancy_Flag,Unit_Price_Discount_Pct,Is_Counterfeit
B101312,Central,D13,Analgesic,0.81,100.6,,0,11.1,0
B101313,Central,D15,Cardiac,0.63,91.0,8.4,0,23.0,0
B101314,East,D05,Cardiac,0.63,100.5,4.1,0,4.4,0
B101315,East,D20,Vaccine,1.0,99.4,0.3,0,1.9,0
B101316,Central,D15,Vaccine,0.66,97.9,0.8,0,17.7,0
B101317,West,D21,Analgesic,0.78,96.5,0.5,0,,0
B101318,South,D23,Vaccine,0.78,101.4,0.3,0,9.4,0
B101319,Central,D08,Cardiac,0.83,101.0,1.2,0,11.5,0
B101320,Central,D02,Cardiac,0.66,101.2,2.3,1,0.0,0
B101321,East,D05,Analgesic,0.41,98.4,0.6,0,,0
B101322,West,D11,Cardiac,0.88,100.4,1.2,0,0.0,0
B101323,South,D23,Analgesic,0.82,97.0,5.0,0,13.8,0
B101324,South,D09,Cardiac,0.27,97.8,1.8,0,3.5,0
B101325,North-East,D19,Antibiotic,0.09,100.1,0.7,0,6.2,0
B101326,Central,D13,Cardiac,0.9,100.6,1.5,0,0.0,0
B101327,East,D05,Cardiac,0.43,96.4,,0,2.3,0
B101328,Central,D08,Vaccine,0.71,97.7,4.7,0,2.5,0
B101329,Central,D16,Analgesic,0.19,74.5,4.8,0,0.8,1
B101330,West,D17,Antidiabetic,0.64,102.1,0.4,0,5.9,0
B101331,North,D10,Antibiotic,0.82,98.2,1.3,0,18.3,0
B101332,North-East,D06,Cardiac,0.57,100.3,1.7,0,12.8,0
B101333,North,D18,Antidiabetic,0.79,100.5,2.5,0,0.0,0
B101334,East,D04,Antidiabetic,0.82,99.5,0.8,0,15.1,0
B101335,South,D23,Analgesic,0.74,100.6,0.8,0,14.2,0
B101336,East,D05,Analgesic,0.41,97.0,1.7,0,8.5,0
B101337,West,D03,Antidiabetic,0.7,,0.2,0,14.9,0
B101338,North-East,D12,Analgesic,0.64,103.2,5.2,0,16.4,0
B101339,North-East,D12,Antibiotic,0.58,103.3,0.8,0,4.6,0
B101340,North-East,D12,Antibiotic,0.66,101.9,0.2,0,0.0,0
B101341,West,D11,Cardiac,0.74,102.4,4.6,0,12.0,0
B101342,North-East,D24,Analgesic,0.26,96.0,4.4,0,2.3,0
B101343,North-East,D12,Antibiotic,0.53,97.9,15.1,0,9.9,0
B101344,West,D11,Vaccine,0.8,99.3,4.5,0,0.7,1
B101345,North,D10,Cardiac,0.76,105.3,0.6,0,14.8,0
B101346,Central,D02,Analgesic,0.74,99.3,2.8,0,2.7,0
B101347,Central,D14,Antidiabetic,0.41,101.6,1.6,0,6.5,0
B101348,North-East,D06,Cardiac,0.57,100.8,6.8,0,6.1,0
B101349,Central,D15,Antidiabetic,0.79,100.8,7.8,0,0.0,0
B101350,Central,D02,Antidiabetic,0.77,101.7,4.7,1,34.9,1
B101351,North-East,D24,Vaccine,0.36,97.4,0.9,0,17.0,0
B101352,West,D11,Cardiac,0.77,94.1,5.8,0,7.0,0
B101353,East,D22,Antibiotic,0.79,102.8,9.7,0,2.7,0
B101354,West,D11,Antidiabetic,0.65,98.6,1.2,0,6.4,0
B101355,Central,D02,Vaccine,0.72,89.2,15.7,1,30.2,1
B101356,East,D20,Cardiac,0.92,101.6,,1,36.0,1
B101357,Central,D16,Cardiac,0.26,56.3,9.7,0,4.4,1
B101358,North-East,D19,Antibiotic,0.07,93.1,11.4,0,,1
B101359,North,D10,Cardiac,0.85,102.5,0.3,0,15.9,0
B101360,Central,D15,Antibiotic,0.73,98.0,5.1,0,6.5,0
B101361,West,D21,Analgesic,0.9,98.1,0.7,0,21.5,0
B101362,Central,D15,Analgesic,0.71,99.3,0.7,0,8.7,0
B101363,Central,D08,Vaccine,0.81,101.8,,0,5.2,0
B101364,Central,D16,Analgesic,0.09,64.7,8.0,0,29.8,1
B101365,Central,D16,Antidiabetic,0.09,100.3,2.1,0,5.4,0
B101366,South,D23,Vaccine,0.67,102.1,7.9,0,7.3,0
B101367,South,D09,Analgesic,0.29,102.0,2.3,0,9.6,0
B101368,North,D10,Antidiabetic,0.88,101.6,0.2,0,0.1,0
B101369,East,D20,Cardiac,0.98,102.3,3.8,0,0.9,1
B101370,North-East,D12,Antibiotic,0.62,94.0,2.2,0,13.5,0
B101371,North,D18,Antidiabetic,0.77,103.5,2.0,0,11.6,0
B101372,West,D11,Antibiotic,0.75,100.7,7.3,0,0.0,0
B101373,East,D05,Analgesic,0.61,102.9,7.8,0,11.7,0
B101374,North,D18,Analgesic,0.91,97.4,6.1,0,13.9,0
B101375,West,D03,Cardiac,0.74,96.1,0.0,0,9.8,0
B101376,East,D05,Antibiotic,0.54,103.9,2.5,0,0.0,0
B101377,Central,D15,Antibiotic,0.8,98.0,1.3,0,0.0,0
B101378,North,D18,Cardiac,0.79,99.3,,1,7.7,0
B101379,East,D22,Antibiotic,0.75,101.2,0.8,0,21.2,0
B101380,North-East,D06,Analgesic,0.59,101.7,0.9,0,4.2,0
B101381,West,D03,Cardiac,0.63,102.4,1.7,0,,0
B101382,South,D23,Cardiac,0.79,100.5,3.1,0,3.5,0
B101383,East,D04,Antibiotic,0.78,97.7,6.5,0,19.9,0
B101384,East,D05,Vaccine,0.58,101.6,1.6,1,8.3,0
B101385,North,D07,Antidiabetic,0.81,101.6,0.5,0,0.0,0
B101386,Central,D13,Analgesic,0.96,96.0,0.0,0,2.3,0
B101387,East,D22,Antibiotic,0.67,103.1,1.6,1,1.7,0
B101388,North,D18,Antibiotic,0.92,94.5,,0,8.8,0
B101389,West,D17,Vaccine,0.68,,0.6,0,3.1,0
B101390,East,D04,Antidiabetic,0.78,98.6,0.3,0,4.5,0
B101391,Central,D08,Vaccine,0.72,101.6,1.9,0,21.6,0
B101392,West,D11,Antibiotic,0.83,101.1,0.7,0,3.9,0
B101393,East,D04,Analgesic,0.86,99.9,1.6,0,9.2,0
B101394,North,D07,Antibiotic,0.77,101.0,8.5,0,6.1,0
B101395,North,D07,Vaccine,0.73,99.8,3.1,0,7.7,0
B101396,West,D03,Antidiabetic,0.61,101.6,7.1,0,12.7,0
B101397,Central,D13,Cardiac,0.94,,1.2,0,0.0,0
B101398,West,D17,Antibiotic,0.82,97.0,2.0,0,9.1,0
B101399,Central,D02,Analgesic,0.82,93.0,2.6,0,5.4,0
B101400,West,D11,Antibiotic,0.78,99.1,16.0,0,9.2,0
B101401,North-East,D19,Antibiotic,0.02,98.9,1.4,1,6.6,0
B101402,North,D18,Analgesic,0.73,99.2,8.2,0,6.6,0
B101403,East,D20,Analgesic,0.96,98.0,4.9,0,10.1,0
B101404,West,D11,Cardiac,0.73,101.9,1.2,0,4.1,0
B101405,East,D20,Antidiabetic,0.9,97.0,2.9,0,21.8,0
B101406,North-East,D06,Antibiotic,0.53,101.0,1.0,1,1.3,0
B101407,Central,D08,Antidiabetic,0.82,101.4,0.6,0,18.1,0
B101408,East,D04,Analgesic,0.88,100.7,2.9,0,0.0,0
B101409,West,D11,Vaccine,0.78,101.1,0.2,0,6.2,0
B101410,North,D10,Cardiac,0.8,102.1,,0,10.2,0
B101411,North-East,D06,Antibiotic,0.61,100.1,0.5,0,1.5,0
B101412,North,D18,Analgesic,0.72,99.2,0.5,0,1.0,0
B101413,North,D07,Cardiac,0.77,101.1,3.0,0,6.0,0
B101414,North,D07,Vaccine,0.63,101.3,22.9,0,14.3,0
B101415,West,D03,Antidiabetic,0.6,102.0,5.1,0,8.6,0
B101416,West,D11,Antibiotic,0.74,96.2,3.6,0,21.3,0
B101417,North,D07,Cardiac,0.92,99.6,6.7,0,12.0,0
B101418,South,D09,Antibiotic,0.14,97.7,0.6,0,4.8,0
B101419,North-East,D06,Antibiotic,0.52,101.2,2.3,0,0.0,0
B101420,North,D18,Vaccine,0.82,101.6,3.7,0,0.0,0
B101421,South,D23,Antidiabetic,0.91,99.4,2.2,0,6.1,0
B101422,North-East,D12,Antibiotic,0.67,98.4,,0,0.0,0
B101423,Central,D15,Antidiabetic,0.76,101.3,0.3,0,6.7,0
B101424,West,D21,Antibiotic,0.81,99.7,1.5,0,9.6,0
B101425,North-East,D24,Analgesic,0.26,103.1,14.8,0,6.0,0
B101426,Central,D15,Vaccine,0.72,103.9,3.0,0,6.1,0
B101427,East,D22,Antibiotic,0.73,102.2,1.3,0,21.7,0
B101428,East,D22,Antidiabetic,0.81,100.5,5.8,0,8.5,0
B101429,East,D20,Analgesic,0.83,104.0,1.0,0,7.0,0
B101430,West,D11,Cardiac,0.81,100.5,3.6,0,1.0,0
B101431,Central,D02,Analgesic,0.74,98.9,18.1,0,,0
B101432,North,D01,Analgesic,0.68,98.5,1.5,0,4.7,0
B101433,West,D11,Analgesic,0.66,98.5,3.2,1,20.6,0
B101434,North-East,D12,Antidiabetic,0.6,100.0,0.4,0,12.0,0
B101435,North,D10,Cardiac,0.91,101.0,2.4,0,17.9,0
B101436,Central,D13,Analgesic,0.86,93.5,1.6,0,9.5,0
B101437,Central,D13,Analgesic,0.89,99.0,4.4,0,,0
B101438,West,D21,Analgesic,0.78,100.5,0.2,1,1.0,0
B101439,West,D03,Analgesic,0.69,101.4,,0,9.7,0
B101440,East,D05,Analgesic,0.44,99.9,1.0,0,1.9,0
B101441,East,D20,Analgesic,0.94,100.5,2.8,1,4.9,0
B101442,West,D21,Cardiac,0.85,97.3,0.7,0,8.3,0
B101443,North-East,D24,Antidiabetic,0.31,98.0,4.4,0,1.3,0
B101444,West,D21,Antidiabetic,0.77,99.9,1.5,0,0.0,0
B101445,East,D22,Cardiac,0.75,101.1,3.1,0,14.9,0
B101446,North,D07,Analgesic,0.81,100.5,0.2,0,0.0,0
B101447,North,D10,Cardiac,0.82,98.1,,0,19.8,0
B101448,North-East,D06,Antibiotic,0.58,99.5,4.2,0,2.3,0
B101449,Central,D15,Analgesic,0.83,103.3,0.1,0,12.0,0
B101450,South,D23,Vaccine,0.75,101.2,0.1,0,12.4,0
B101451,Central,D08,Antibiotic,0.82,99.6,1.7,0,0.3,0
B101452,Central,D13,Antidiabetic,0.8,97.7,0.5,0,11.2,0
B101453,North,D07,Antidiabetic,0.82,98.4,0.4,0,9.2,0
B101454,East,D04,Analgesic,0.89,88.7,0.6,0,12.4,0
B101455,East,D05,Vaccine,0.49,100.6,2.2,0,16.5,1
B101456,Central,D02,Cardiac,0.67,101.2,0.2,0,13.7,1
B101457,South,D23,Analgesic,0.69,100.9,3.9,0,1.9,0
B101458,North,D10,Cardiac,0.8,99.2,2.2,0,7.0,0
B101459,East,D20,Antidiabetic,0.96,98.9,5.1,0,2.2,0
B101460,West,D17,Vaccine,0.71,104.5,5.8,0,4.0,0
B101461,East,D05,Antibiotic,0.53,98.8,21.8,0,11.4,0
B101462,East,D04,Vaccine,0.76,97.2,5.0,0,12.2,0
B101463,East,D20,Antibiotic,0.92,96.4,18.2,0,,0
B101464,North-East,D06,Vaccine,0.53,99.2,5.7,0,10.0,0
B101465,East,D22,Antibiotic,0.76,102.1,6.2,0,11.1,0
B101466,East,D04,Antibiotic,0.82,98.7,1.8,0,4.8,0
B101467,West,D17,Vaccine,0.7,103.3,6.8,0,17.5,0
B101468,East,D20,Antibiotic,0.89,100.0,1.6,1,,0
B101469,North-East,D06,Cardiac,0.54,102.4,0.7,0,7.9,0
B101470,North,D07,Antibiotic,0.7,98.3,13.0,0,15.9,0
B101471,South,D23,Antidiabetic,0.87,98.4,7.8,0,4.4,0
B101472,North-East,D06,Antibiotic,0.57,100.2,3.3,0,8.8,0
B101473,North,D10,Antibiotic,0.7,101.1,3.4,0,14.3,0
B101474,North,D10,Antibiotic,0.8,99.6,19.8,0,0.0,0
B101475,North-East,D06,Cardiac,0.65,100.6,7.3,0,23.6,0
B101476,North-East,D19,Vaccine,0.06,60.7,7.0,1,39.1,1
B101477,North-East,D19,Analgesic,0.19,96.9,9.1,0,4.8,0
B101478,South,D09,Antibiotic,0.19,99.2,3.5,0,8.1,0
B101479,East,D20,Antidiabetic,0.96,98.9,6.2,0,13.2,0
B101480,East,D05,Antibiotic,0.59,99.0,6.3,0,13.8,0
B101481,North,D01,Analgesic,0.72,100.9,1.9,0,18.5,0
B101482,Central,D13,Antidiabetic,0.79,98.9,0.3,0,7.6,0
B101483,North-East,D24,Antibiotic,0.23,,0.3,0,10.3,0
B101484,North,D01,Vaccine,0.77,93.6,3.4,1,0.0,0
B101485,East,D05,Cardiac,0.48,97.7,1.0,1,0.5,0
B101486,North-East,D12,Vaccine,0.72,101.1,2.8,0,7.4,0
B101487,East,D20,Antibiotic,0.9,101.8,0.7,0,10.5,0
B101488,Central,D02,Analgesic,0.75,95.2,0.9,0,7.7,0
B101489,North,D10,Antibiotic,0.75,98.3,0.2,0,11.7,0
B101490,North,D18,Antidiabetic,0.77,100.8,3.7,0,7.6,0
B101491,South,D09,Analgesic,0.19,,1.0,0,6.4,0
B101492,East,D05,Analgesic,0.54,101.7,0.3,0,24.8,0
B101493,East,D05,Antibiotic,0.53,102.3,0.1,0,6.2,0
B101494,North,D10,Cardiac,0.86,,1.8,0,15.1,0
B101495,West,D11,Cardiac,0.73,98.3,4.0,0,0.0,0
B101496,West,D21,Antibiotic,0.77,94.9,4.1,1,8.9,0
B101497,Central,D15,Antidiabetic,0.73,101.8,2.1,0,3.3,0
B101498,West,D17,Analgesic,0.71,104.4,10.1,0,21.9,0
B101499,North-East,D24,Cardiac,0.35,82.5,25.4,1,36.8,1
B101500,North,D10,Vaccine,0.83,99.6,0.4,0,7.8,0
B101501,North,D10,Antibiotic,0.82,97.6,,0,2.2,0
B101502,East,D22,Cardiac,0.8,102.4,1.4,0,1.8,0
B101503,North-East,D06,Cardiac,0.59,99.7,2.9,0,7.5,0
B101504,North,D18,Vaccine,0.7,101.1,5.4,0,10.5,0
B101505,North,D18,Antibiotic,0.74,100.7,2.0,0,15.4,0
B101506,West,D03,Cardiac,0.75,87.1,0.5,0,3.9,0
B101507,West,D11,Antibiotic,0.76,102.3,0.8,0,3.8,0
B101508,East,D05,Vaccine,0.42,76.1,2.2,1,32.5,1
B101509,East,D05,Analgesic,0.54,98.9,0.1,0,19.2,0
B101510,West,D11,Antibiotic,0.72,98.0,2.1,0,7.4,0
B101511,North,D07,Antibiotic,0.73,94.5,,1,11.3,0
B101512,East,D20,Antibiotic,0.86,99.2,2.3,0,19.7,0
B101513,East,D22,Antidiabetic,0.83,97.6,5.3,0,26.5,0
B101514,East,D20,Vaccine,0.81,100.9,1.4,0,10.9,0
B101515,North-East,D06,Cardiac,0.54,99.3,0.0,0,13.3,0
B101516,North,D07,Antidiabetic,0.79,99.5,2.2,0,8.9,0
B101517,North-East,D06,Cardiac,0.69,101.8,0.5,0,0.0,0
B101518,West,D03,Analgesic,0.72,100.9,0.1,0,10.4,0
B101519,South,D23,Analgesic,0.75,99.7,1.3,0,17.6,0
B101520,North,D10,Vaccine,0.93,103.7,0.5,0,2.7,0
B101521,East,D05,Analgesic,0.44,101.6,1.2,0,0.0,0
B101522,West,D21,Antidiabetic,0.84,99.1,4.2,0,12.1,0
B101523,North,D10,Cardiac,0.87,99.2,1.5,0,0.0,0
B101524,North,D01,Analgesic,0.64,101.7,1.9,0,0.0,0
B101525,East,D04,Vaccine,0.89,100.4,0.8,0,0.0,0
B101526,Central,D15,Antidiabetic,0.69,97.5,33.5,0,0.0,0
B101527,North-East,D19,Antibiotic,0.14,78.2,23.5,0,35.1,1
B101528,East,D05,Cardiac,0.41,102.8,17.0,0,9.0,0
B101529,East,D22,Vaccine,0.79,102.6,8.8,0,22.4,0
B101530,West,D21,Cardiac,0.8,103.4,1.2,0,13.1,0
B101531,West,D21,Cardiac,0.9,104.6,0.5,0,22.4,0
B101532,North-East,D06,Analgesic,0.59,103.8,,0,3.5,0
B101533,Central,D02,Antibiotic,0.81,100.7,0.6,0,10.5,0
B101534,West,D21,Cardiac,0.86,99.5,1.8,0,0.0,0
B101535,North,D07,Vaccine,0.77,96.0,0.9,0,6.1,0
B101536,Central,D15,Vaccine,0.77,100.0,1.1,0,18.0,0
B101537,North,D18,Analgesic,0.85,101.1,2.2,0,7.7,0
B101538,West,D03,Analgesic,0.72,100.1,5.8,0,6.4,0
B101539,North-East,D19,Cardiac,0.02,95.8,1.9,0,7.8,0
B101540,South,D23,Antibiotic,0.74,99.4,16.4,1,9.0,0
B101541,North,D18,Analgesic,0.89,101.4,2.8,0,9.0,0
B101542,West,D11,Antidiabetic,0.68,97.7,0.8,0,17.3,0
B101543,West,D21,Antibiotic,0.88,100.4,2.4,0,3.0,0
B101544,Central,D13,Analgesic,0.91,100.9,,0,6.6,0
B101545,North,D18,Cardiac,0.76,102.5,8.1,0,8.7,0
B101546,East,D20,Antidiabetic,0.81,103.8,0.3,0,1.7,0
B101547,North,D18,Analgesic,0.77,99.2,0.6,0,4.9,0
B101548,North,D07,Cardiac,0.91,100.4,1.1,0,13.4,0
B101549,West,D03,Antibiotic,0.64,100.5,17.6,0,2.2,0
B101550,North-East,D06,Vaccine,0.55,65.7,4.5,0,15.8,1
B101551,North-East,D12,Antidiabetic,0.6,101.2,7.7,0,19.5,0
B101552,North-East,D12,Antidiabetic,0.73,103.1,3.5,0,9.2,0
B101553,Central,D14,Analgesic,0.45,80.0,1.5,0,11.5,1
B101554,North,D10,Analgesic,0.8,100.9,2.3,0,13.4,0
B101555,North-East,D19,Analgesic,0.19,101.1,0.6,0,11.9,0
B101556,East,D22,Antibiotic,0.8,99.5,1.3,0,8.7,0
B101557,North-East,D06,Antidiabetic,0.54,95.0,5.5,0,27.3,0
B101558,North,D18,Cardiac,0.73,99.9,3.8,0,3.0,0
B101559,West,D17,Analgesic,0.85,86.4,1.3,0,5.3,0
B101560,North-East,D12,Vaccine,0.66,87.7,6.1,0,8.5,0
B101561,East,D05,Vaccine,0.43,100.8,,0,12.5,0
B101562,East,D20,Antibiotic,0.82,98.2,3.8,0,22.1,0
B101563,South,D23,Cardiac,0.74,95.5,7.3,0,8.0,0
B101564,North,D18,Analgesic,0.73,101.3,1.0,0,12.0,0
B101565,East,D22,Antibiotic,0.65,101.5,1.1,0,10.7,0
B101566,North-East,D24,Analgesic,0.22,99.5,,0,7.4,0
B101567,Central,D08,Antidiabetic,0.7,101.3,0.1,0,16.7,0
B101568,Central,D15,Antibiotic,0.69,99.2,1.9,0,11.0,0
B101569,West,D11,Analgesic,0.86,102.3,0.2,0,14.9,0
B101570,North-East,D24,Analgesic,0.27,102.2,6.6,0,5.9,1
B101571,West,D03,Antibiotic,0.68,96.4,0.0,1,4.2,0
B101572,North,D10,Analgesic,0.87,96.9,,0,5.6,0
B101573,West,D21,Analgesic,0.81,104.5,0.3,0,10.1,0
B101574,North,D07,Antibiotic,0.8,102.1,3.9,1,15.8,0
B101575,North-East,D19,Antibiotic,0.12,99.7,2.3,1,44.9,1
B101576,South,D09,Antidiabetic,0.25,96.5,0.9,0,9.2,0
B101577,North-East,D24,Vaccine,0.46,100.5,1.7,0,21.0,0
B101578,East,D22,Analgesic,0.82,97.5,0.0,0,12.4,0
B101579,North,D07,Analgesic,0.72,99.3,1.5,0,3.3,0
B101580,North-East,D19,Cardiac,0.12,99.9,0.7,0,8.8,0
B101581,Central,D08,Cardiac,0.71,99.8,2.4,0,13.4,0
B101582,Central,D15,Cardiac,0.74,102.5,,0,13.9,0
B101583,Central,D16,Analgesic,0.11,104.0,0.1,0,4.6,0
B101584,East,D20,Analgesic,0.86,98.9,0.0,0,5.5,0
B101585,North,D01,Vaccine,0.72,90.3,2.7,0,5.7,0
B101586,East,D05,Vaccine,0.58,100.9,3.0,0,6.6,0
B101587,West,D17,Analgesic,0.81,103.6,1.4,0,10.1,0
B101588,Central,D13,Antibiotic,0.92,99.1,1.6,0,21.2,0
B101589,North-East,D12,Analgesic,0.68,101.9,1.9,0,5.1,0
B101590,Central,D02,Vaccine,0.75,98.2,1.0,0,0.0,0
B101591,Central,D08,Antibiotic,0.73,100.0,4.0,0,0.0,0
B101592,West,D21,Vaccine,0.88,97.4,2.6,0,13.7,0
B101593,North,D01,Cardiac,0.76,100.0,3.3,0,4.2,0
B101594,North,D10,Analgesic,0.83,99.7,1.1,0,9.9,0
B101595,South,D23,Cardiac,0.8,101.3,0.9,0,3.0,0
B101596,Central,D02,Analgesic,0.84,103.9,1.4,0,7.0,0
B101597,North,D18,Antidiabetic,0.8,99.1,0.4,0,,0
B101598,North-East,D06,Cardiac,0.6,89.4,2.2,0,3.2,0
B101599,West,D21,Antibiotic,0.86,99.6,8.4,0,16.7,0
B101600,North,D18,Antidiabetic,0.8,100.7,0.8,0,17.2,0
B101601,East,D22,Antibiotic,0.72,,2.7,0,12.5,0
B101602,East,D05,Analgesic,0.55,99.7,0.0,0,22.3,0
B101603,Central,D13,Cardiac,0.87,86.8,1.1,0,0.0,0
B101604,North-East,D19,Vaccine,0.21,76.9,7.7,1,13.6,1
B101605,North-East,D06,Analgesic,0.64,99.8,1.0,0,5.6,0
B101606,North-East,D06,Vaccine,0.56,98.3,12.0,0,13.0,0
B101607,North,D01,Antibiotic,0.74,88.8,2.8,1,28.7,0
B101608,South,D23,Antibiotic,0.82,100.7,9.6,0,12.7,0
B101609,West,D17,Antibiotic,0.85,100.5,1.3,0,0.0,0
B101610,Central,D15,Antibiotic,0.69,97.7,2.0,0,13.2,0
B101611,North,D18,Analgesic,0.82,99.9,9.4,0,16.1,0
B101612,Central,D13,Analgesic,0.87,99.7,2.9,0,0.1,0
B101613,West,D11,Analgesic,0.76,98.6,1.6,0,5.4,0
B101614,West,D11,Cardiac,0.7,98.3,0.9,0,,0
B101615,Central,D15,Antibiotic,0.75,100.9,,0,17.7,0
B101616,East,D05,Vaccine,0.55,99.5,1.2,0,,0
B101617,East,D22,Cardiac,0.85,98.7,0.3,0,10.6,0
B101618,East,D20,Antidiabetic,0.93,98.1,,0,12.6,0
B101619,Central,D08,Analgesic,0.73,99.7,0.5,0,7.9,0
B101620,Central,D14,Antibiotic,0.51,100.0,11.8,0,1.5,1
B101621,East,D04,Cardiac,0.8,100.5,1.1,0,4.2,0
B101622,South,D23,Antidiabetic,0.87,99.5,3.0,0,5.1,0
B101623,East,D22,Analgesic,0.83,100.7,3.0,0,,0
B101624,East,D22,Antibiotic,0.84,103.0,0.0,0,9.7,0
B101625,Central,D08,Antibiotic,0.78,101.1,0.5,0,6.1,0
B101626,East,D04,Analgesic,0.82,91.8,2.8,0,14.1,1
B101627,East,D05,Antidiabetic,0.53,83.8,9.4,0,41.0,0
B101628,Central,D02,Cardiac,0.76,99.8,0.2,0,6.8,0
B101629,West,D03,Vaccine,0.66,100.4,6.0,0,9.8,0
B101630,Central,D02,Analgesic,0.82,98.9,1.4,0,2.6,0
B101631,North-East,D24,Cardiac,0.32,96.6,0.2,0,15.5,0
B101632,Central,D02,Analgesic,0.69,100.8,2.4,0,13.2,0
B101633,West,D03,Cardiac,0.8,100.8,8.9,0,12.9,0
B101634,East,D20,Vaccine,0.94,91.3,0.3,0,1.2,0
B101635,Central,D14,Vaccine,0.4,102.3,3.8,0,19.2,0
B101636,North-East,D19,Analgesic,0.05,,0.7,0,0.0,0
B101637,Central,D15,Analgesic,0.81,96.1,1.9,0,13.6,0
B101638,East,D22,Antidiabetic,0.88,98.5,2.8,0,9.4,0
B101639,Central,D15,Analgesic,0.78,96.6,0.2,0,13.1,0
B101640,North-East,D12,Vaccine,0.74,100.7,,0,6.9,0
B101641,West,D17,Vaccine,0.85,98.3,4.7,0,9.0,0
B101642,West,D11,Analgesic,0.79,102.2,1.3,0,13.3,0
B101643,Central,D08,Vaccine,0.78,102.1,1.3,0,8.4,0
B101644,West,D11,Cardiac,0.79,52.3,8.6,0,7.8,1
B101645,East,D04,Vaccine,0.89,98.2,,0,10.1,0
B101646,East,D20,Vaccine,0.89,101.2,0.2,0,23.8,0
B101647,North-East,D06,Analgesic,0.64,102.2,0.5,0,0.0,0
B101648,East,D04,Antibiotic,0.94,95.6,0.6,0,17.5,0
B101649,North-East,D06,Cardiac,0.58,100.6,0.3,0,11.6,0
B101650,West,D21,Analgesic,0.81,95.2,2.7,0,10.7,0
B101651,Central,D08,Analgesic,0.79,98.8,12.0,0,0.0,0
B101652,West,D17,Cardiac,0.74,102.4,,0,16.5,0
B101653,West,D21,Cardiac,0.75,106.6,0.1,0,0.5,0
B101654,Central,D02,Cardiac,0.81,99.5,0.0,0,18.7,0
B101655,North-East,D19,Vaccine,0.07,51.3,3.8,0,16.6,1
B101656,North,D07,Vaccine,0.78,98.9,2.9,0,18.7,0
B101657,East,D05,Cardiac,0.49,100.1,0.8,0,3.4,0
B101658,West,D17,Analgesic,0.85,98.5,4.5,0,1.9,0
B101659,East,D22,Analgesic,0.82,98.0,0.6,0,7.7,0
B101660,North,D07,Analgesic,0.77,99.1,1.0,0,3.2,0
B101661,Central,D13,Cardiac,0.8,100.9,2.4,0,6.7,0
B101662,North,D07,Antibiotic,0.76,99.6,6.6,0,20.2,0
B101663,Central,D13,Analgesic,0.91,98.1,1.3,0,,0
B101664,Central,D15,Antibiotic,0.73,98.5,2.6,0,9.6,0
B101665,Central,D15,Analgesic,0.72,99.1,5.9,0,19.5,0
B101666,Central,D15,Cardiac,0.73,97.8,3.1,0,10.0,0
B101667,West,D03,Analgesic,0.74,98.4,,0,16.3,0
B101668,West,D17,Vaccine,0.77,101.4,0.1,0,12.3,0
B101669,West,D17,Antidiabetic,0.8,99.5,20.0,0,15.4,0
B101670,West,D17,Cardiac,0.72,96.1,1.5,0,7.9,0
B101671,Central,D02,Analgesic,0.89,102.3,4.4,0,12.4,0
B101672,West,D11,Antidiabetic,0.74,100.9,1.2,0,21.0,0
B101673,North,D10,Analgesic,0.85,97.0,0.6,0,6.1,0
B101674,Central,D02,Cardiac,0.77,99.2,7.5,0,11.3,0
B101675,East,D05,Antibiotic,0.5,98.3,2.7,0,3.6,0
B101676,West,D11,Vaccine,0.76,101.5,2.7,0,15.6,0
B101677,North,D18,Vaccine,0.8,,,0,0.0,0
B101678,North-East,D06,Antibiotic,0.54,99.8,2.7,0,6.3,0
B101679,East,D20,Analgesic,0.96,99.6,3.4,0,15.4,0
B101680,Central,D13,Antibiotic,0.77,96.7,,0,,0
B101681,North,D18,Analgesic,0.91,103.1,1.1,0,0.0,0
B101682,West,D11,Antibiotic,0.8,101.5,1.5,0,3.0,0
B101683,North-East,D12,Antibiotic,0.7,91.5,1.6,0,3.6,0
B101684,Central,D15,Antidiabetic,0.61,100.4,0.4,0,19.4,0
B101685,South,D23,Cardiac,0.76,102.1,3.7,0,13.9,0
B101686,North-East,D12,Antidiabetic,0.74,100.1,0.1,0,14.6,0
B101687,Central,D13,Analgesic,1.0,103.4,4.2,0,0.0,0
B101688,Central,D15,Antibiotic,0.79,106.4,3.8,0,8.4,0
B101689,North,D18,Analgesic,0.87,99.7,3.8,0,19.2,0
B101690,Central,D02,Analgesic,0.77,98.7,2.6,0,14.6,0
B101691,North-East,D12,Antibiotic,0.61,97.8,4.1,0,4.8,0
B101692,West,D11,Antidiabetic,0.81,95.1,3.7,0,13.8,0
B101693,East,D22,Analgesic,0.7,102.7,0.4,0,0.0,0
B101694,North-East,D12,Cardiac,0.59,82.3,4.0,0,39.2,1
B101695,West,D11,Analgesic,0.68,101.9,4.7,0,,0
B101696,South,D23,Analgesic,0.86,102.4,2.9,0,7.6,0
B101697,West,D11,Vaccine,0.75,97.6,0.2,0,12.8,0
B101698,East,D04,Antidiabetic,0.86,98.0,4.0,0,1.6,0
B101699,East,D05,Analgesic,0.52,103.8,1.3,0,7.7,0
B101700,West,D03,Antibiotic,0.62,99.8,0.8,0,2.5,0
